rxn	LB	min	max	UB	ModelStat	SolveStat
RXN_1_2_3_14_RXN_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_E2C_mn2__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_SULFITE_OXIDASE_RXN_x__L___LIGHT	0.00000000	0.00000000	410.95765567	10000.00000000	        1.00	        1.00
RXN_RXN_7658_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_threo_ds_iso_citrate_x__L___LIGHT	-10000.00000000	0.00000000	273.97177045	10000.00000000	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_er__L___LIGHT	0.00000000	0.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_UDPREDUCT_RXN_m__L___LIGHT	-10000.00000000	0.00000000	0.00000000	0.00000000	        1.00	        1.00
RXN_GLUCURONOKINASE_RXN_er__L___LIGHT	0.00000000	0.00000000	5030.00754252	10000.00000000	        1.00	        1.00
RXN_Trans_tyr_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_farnesyl_pp_c2er__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_MR01126_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_XYLULOSE_5_PHOSPHATE_c2p__L___LIGHT	-10000.00000000	-616.43648350	0.00000000	10000.00000000	        1.00	        1.00
RXN_ADENODEAMIN_RXN_p__L___LIGHT	-10000.00000000	-5800.93952208	0.00000000	10000.00000000	        1.00	        1.00
RXN_MERCAPYSTRANS_RXN_er__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_acetoacetyl_coa_p__L___LIGHT	-10000.00000000	0.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_FORMYLTHFDEFORMYL_RXN_m__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_quinate_g__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_2043_g__L___LIGHT	0.00000000	0.00000000	77.05456044	10000.00000000	        1.00	        1.00
RXN_2_4_1_195_RXN_c__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXNN_404_c__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_ACETOOHBUTREDUCTOISOM_RXN_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	0.00000000	        1.00	        1.00
RXN_RXN_10770_er__L___LIGHT	-10000.00000000	-3543.38613099	0.00000000	10000.00000000	        1.00	        1.00
RXN_MALATE_DEH_RXN_c__L___LIGHT	0.00000000	0.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_14025_p__L___LIGHT	0.00000000	0.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_adenosyl_homo_cys_c2er__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_12529_c__L___LIGHT	-10000.00000000	0.00000000	102.73941392	10000.00000000	        1.00	        1.00
RXN_Trans_myo_inositol_x__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_cpd_548_er__L___LIGHT	-10000.00000000	-102.73941392	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_1241_c__L___LIGHT	0.00000000	0.00000000	5719.62838329	10000.00000000	        1.00	        1.00
RXN_5_1_2_3_RXN_m__L___LIGHT	-10000.00000000	0.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_2622_c__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_dutp_er__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_1106_c__L___LIGHT	0.00000000	0.00000000	5719.62838329	10000.00000000	        1.00	        1.00
RXN_RXN_5284_c__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_CDPDIGLYSYN_RXN_1O_2P_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_14001_g__L___LIGHT	-10000.00000000	-0.79368130	616.43648350	10000.00000000	        1.00	        1.00
RXN_2_ISOPROPYLMALATESYN_RXN_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_cpd_4125_x__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_5682_c__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_IMPCYCLOHYDROLASE_RXN_m__L___LIGHT	-10000.00000000	0.00000000	0.00000000	0.00000000	        1.00	        1.00
RXN_TREHALOSEPHOSPHA_RXN_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_9788_x__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_11565_p__L___LIGHT	-10000.00000000	-117.41647305	0.00000000	10000.00000000	        1.00	        1.00
RXN_2_4_1_46_RXN_1O_2P_glycerol_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_10695_c__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_8642_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_4703_g__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_PHOSPHATIDYLINOSITOL_BISPHOSPHATASE_RXN_p__L___LIGHT	0.00000000	0.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_9624_x__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_GALACTOKIN_RXN_m__L___LIGHT	0.00000000	0.00000000	5315.07919649	10000.00000000	        1.00	        1.00
RXN_CAFFEOYL_COA_O_METHYLTRANSFERASE_RXN_c__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_palmitate_m__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_myo_inositol_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN66_312_er__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_dutp_m__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_7243_m__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_THIOESTER_RXN_x__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_THIOREDOXIN_REDUCT_NADPH_RXN_er__L___LIGHT	-10000.00000000	0.00000000	0.00000000	0.00000000	        1.00	        1.00
RXN_RXN_11926_m__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_9627_x__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN66_526_c__L___LIGHT	0.00000000	0.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_ribulose_phosphates_er__L___LIGHT	-10000.00000000	0.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_PRPPAMIDOTRANS_RXN_m__L___LIGHT	-10000.00000000	0.00000000	0.00000000	0.00000000	        1.00	        1.00
RXN_RXN0_5185_er__L___LIGHT	0.00000000	0.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_PHOSPHOENOLPYRUVATE_PHOSPHATASE_RXN_er__L___LIGHT	0.00000000	0.00000000	2657.53959824	10000.00000000	        1.00	        1.00
RXN_PROTOPORGENOXI_RXN_m__L___LIGHT	0.00000000	0.00000000	1611.19266713	10000.00000000	        1.00	        1.00
RXN_1_6_5_4_RXN_x__L___LIGHT	0.00000000	0.00000000	410.95765567	10000.00000000	        1.00	        1.00
RXN_PHOSPHOENOLPYRUVATE_PHOSPHATASE_RXN_g__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_14973_c__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_cpd_12914_x__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_9623_x__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_2_7_7_1_RXN_er__L___LIGHT	-10000.00000000	0.00000000	2657.53959824	10000.00000000	        1.00	        1.00
RXN_R08178_er__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_xenobiotic_g__L___LIGHT	-10000.00000000	-10000.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_8317_x__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_ttp_er__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_hydrogen_peroxide_g__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_8316_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_THRESYN_RXN_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_PHOSPHATIDATE_PHOSPHATASE_RXN_1O_2P_glycerol_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_ACETATE__COA_LIGASE_RXN_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_9539_m__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_FPPSYN_RXN_c__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_MR01144_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_GLY3KIN_RXN_er__L___LIGHT	0.00000000	0.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_3_1_2_14_RXN_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_cpd_2183_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_5_1_2_3_RXN_c__L___LIGHT	-10000.00000000	-10000.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_RXN0_3_c2p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_PGLUCISOM_RXN_c__L___LIGHT	-10000.00000000	-4999.20632149	617.23016201	10000.00000000	        1.00	        1.00
RXN_CINNAMYL_ALCOHOL_DEHYDROGENASE_RXN_c__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_CELLULOSE_SYNTHASE_UDP_FORMING_RXN_c__L___LIGHT	0.00000000	0.00000000	77.05456044	10000.00000000	        1.00	        1.00
RXN_Trans_cpd_67_g__L___LIGHT	-10000.00000000	12.81693773	423.77459340	10000.00000000	        1.00	        1.00
RXN_Trans_acetylserine_g__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_3_6_3_44_RXN_c2m__L___LIGHT	0.00000000	0.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_oxygen_molecule_c2x__L___LIGHT	-10000.00000000	0.00000000	410.95765567	10000.00000000	        1.00	        1.00
RXN_RXN_2043_x__L___LIGHT	0.00000000	0.00000000	64.88805089	10000.00000000	        1.00	        1.00
RXN_TRANSALDOL_RXN_p__L___LIGHT	-10000.00000000	-247.64988383	9987.18306227	10000.00000000	        1.00	        1.00
RXN_ABC_12_RXN_c2g__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_THIOREDOXIN_REDUCT_NADPH_RXN_g__L___LIGHT	-10000.00000000	0.00000000	0.00000000	0.00000000	        1.00	        1.00
RXN_RXN_8307_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_m__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_ABC_12_RXN_c2x__L___LIGHT	0.00000000	0.00000000	273.97177045	10000.00000000	        1.00	        1.00
RXN_Trans_3_mercapto_pyruvate_er__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_ADENYL_KIN_RXN_p__L___LIGHT	0.00000000	0.00000000	5315.07919649	10000.00000000	        1.00	        1.00
RXN_MALATE_DEH_RXN_g__L___LIGHT	0.00000000	0.00000000	9987.18306227	10000.00000000	        1.00	        1.00
RXN_RXN_11937_c__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_F16ALDOLASE_RXN_c__L___LIGHT	-10000.00000000	-5000.00000000	58.70823652	10000.00000000	        1.00	        1.00
RXN_RXN_14047_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_ETHANOLAMINE_KINASE_RXN_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_8772_c__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_ACETATE__COA_LIGASE_RXN_m__L___LIGHT	0.00000000	0.00000000	117.41647305	10000.00000000	        1.00	        1.00
RXN_CITSYN_RXN_m__L___LIGHT	0.00000000	0.00000000	117.41647305	10000.00000000	        1.00	        1.00
RXN_TREHALA_RXN_m__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_3_1_3_57_RXN_c__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_DIHYDROOROT_RXN_m__L___LIGHT	-10000.00000000	0.00000000	0.00000000	0.00000000	        1.00	        1.00
RXN_Trans_hcn_er__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_2622_g__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_ACYLCOASYN_RXN_x__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_CYCLOARTENOL_SYNTHASE_RXN_m__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_5_1_2_3_RXN_x__L___LIGHT	-10000.00000000	0.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_2_3_1_99_RXN_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_2_7_1_68_RXN_m__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_11961_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_14001_c__L___LIGHT	-10000.00000000	-616.43648350	0.79368130	10000.00000000	        1.00	        1.00
RXN_Trans_oleoyl_coa_x__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RIBULOKIN_RXN_c__L___LIGHT	-10000.00000000	0.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_9952_c__L___LIGHT	0.00000000	0.00000000	616.43648350	10000.00000000	        1.00	        1.00
RXN_RXN_13261_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_HISTALDEHYD_RXN_m__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_ACETATE__COA_LIGASE_RXN_c__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXNQT_4382_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_UDP_GLUCURONATE_DECARBOXYLASE_RXN_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_8991_m__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_10756_x__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_2_7_7_44_RXN_er__L___LIGHT	0.00000000	0.00000000	5030.00754252	10000.00000000	        1.00	        1.00
RXN_RXN_4703_c__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_11501_m__L___LIGHT	0.00000000	0.00000000	5315.07919649	10000.00000000	        1.00	        1.00
RXN_Trans_h2co3_m__L___LIGHT	-10000.00000000	-10000.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_HISTIDPHOS_RXN_m__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_8303_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_DADPKIN_RXN_er__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_1_2_1_1_RXN_er__L___LIGHT	-10000.00000000	0.00000000	102.73941392	10000.00000000	        1.00	        1.00
RXN_Trans_caffeoylquinate_g__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_UDPREDUCT_RXN_g__L___LIGHT	-10000.00000000	0.00000000	0.00000000	0.00000000	        1.00	        1.00
RXN_ADPREDUCT_RXN_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	0.00000000	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_8305_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_5641_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_SHIKIMATE_KINASE_RXN_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN66_306_er__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN66_526_g__L___LIGHT	0.00000000	0.00000000	616.43648350	10000.00000000	        1.00	        1.00
RXN_RXN_11667_x__L___LIGHT	-10000.00000000	-10000.00000000	0.00000000	0.00000000	        1.00	        1.00
RXN_RXN_7251_m__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_9623_c__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_cpd_15317_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_14025_er__L___LIGHT	0.00000000	0.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_pi_er__L___LIGHT	-10000.00000000	-10000.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_ALANINE__GLYOXYLATE_AMINOTRANSFERASE_RXN_c__L___LIGHT	0.00000000	0.00000000	423.77459340	10000.00000000	        1.00	        1.00
RXN_HISTIDINE_DECARBOXYLASE_RXN_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_6PFRUCTPHOS_RXN_c__L___LIGHT	0.00000000	0.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_2_5_1_51_RXN_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_1142_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_8850_c__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_GAPOXNPHOSPHN_RXN_c__L___LIGHT	-10000.00000000	-10000.00000000	117.41647305	10000.00000000	        1.00	        1.00
RXN_MR01134_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXNQT_4394_m__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_3_1_1_69_RXN_g__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_sinapaldehyde_m__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_datp_er__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_LINOLEOYL_RXN_m__L___LIGHT	0.00000000	0.00000000	7854.84606748	10000.00000000	        1.00	        1.00
RXN_ASPCARBTRANS_RXN_m__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_THREDEHYD_RXN_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_1_8_4_9_RXN_p__L___LIGHT	-10000.00000000	-821.91531134	0.00000000	0.00000000	        1.00	        1.00
RXN_Trans_alpha_glucose_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_10704_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	0.00000000	        1.00	        1.00
RXN_Trans_cpd_12607_m__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN0_5289_p__L___LIGHT	0.00000000	0.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_acp_c2p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXNQT_4394_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_10706_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_cpd1f_118_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_ATPASE_RXN_m__L___LIGHT	0.00000000	0.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_RIBULP3EPIM_RXN_p__L___LIGHT	-10000.00000000	-1053.02801463	-25.63387547	10000.00000000	        1.00	        1.00
RXN_RXN0_5186_c__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_1725_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_formaldehyde_er__L___LIGHT	-10000.00000000	0.00000000	102.73941392	10000.00000000	        1.00	        1.00
RXN_LINOLEOYL_RXN_p__L___LIGHT	0.00000000	0.00000000	5315.07919649	10000.00000000	        1.00	        1.00
RXN_MR01133_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_histamine_m__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_E2C_pi__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_oh_pyr_x__L___LIGHT	-10000.00000000	-417.36612453	211.88729670	10000.00000000	        1.00	        1.00
RXN_RXN_13185_m__L___LIGHT	-10000.00000000	0.00000000	205.47882783	10000.00000000	        1.00	        1.00
RXN_RXN0_5184_c__L___LIGHT	0.00000000	0.00000000	10000.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_cpd_650_p__L___LIGHT	-10000.00000000	-10000.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_RXN_7250_c__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_ACETYL_COA_CARBOXYLTRANSFER_RXN_p__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_aps_m__L___LIGHT	-10000.00000000	0.00000000	7854.84606748	10000.00000000	        1.00	        1.00
RXN_RXN_7251_c__L___LIGHT	0.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_dihydrofolate_glu_n_p__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
RXN_Trans_stearoyl_coa_m__L___LIGHT	-10000.00000000	0.00000000	0.00000000	10000.00000000	        1.00	        1.00
